md5,sha1,sha256,path
3c254228f0a3c97f5244281ab5b48bbc,d89c2a17be6010607192396c88b26d4012d22bc8,392613e61befd6429837c5157cbe5bb0daf470cefffe625e4fd92ce722d2d53e,C:\Program Files\Common Files\VMware\Drivers\mouse\Win8\vmmouse.sys
fbff6618f3f3c81cbdeb4fa268adc341,0f36610379621797903686993ede73048d6b4ea7,c0d965d87ac023bf41972f4889f68cac3b1ad865725906b2c9ac1cba01c8dd5b,C:\Program Files\Common Files\VMware\Drivers\mouse\Win8\vmmousever.dll
1f211fd46a2c49d0a2d3cf7160726292,651c73abd8be1b2a9c97fbbd7912a9050b4d555e,7ac0fe224b03ea3568a9a6f74a8bc30064dbf1a73a22c4ac89120c669537b31e,C:\Program Files\Common Files\VMware\Drivers\mouse\Win8\vmusbmouse.sys
fbff6618f3f3c81cbdeb4fa268adc341,0f36610379621797903686993ede73048d6b4ea7,c0d965d87ac023bf41972f4889f68cac3b1ad865725906b2c9ac1cba01c8dd5b,C:\Program Files\Common Files\VMware\Drivers\mouse\Win8\vmusbmousever.dll
8fe374f45858c498ce2644ea30470784,5283e97d5a3657a9d411df55b8cb520d0bef4bc3,2b135a69bbc171d34c2cce4957036d8f90946c02651881012373a5e3a5612e8e,C:\Program Files\Common Files\System\wab32res.dll
956051d70d39adacc1c4cdbb1aadd4ec,074271cdd22930beb883d7970c6b07beb1dd45ca,f31c3a9e2289074c9b909c4c0efea2301d0dda74c45971a8c300ff7a5c5803e8,C:\Program Files\Common Files\VMware\Drivers\pvscsi\Win8\pvscsiver.dll
5775f87163aa642ded05dc9cba6de3e8,dd08293849017414d009f9e00f1382b8d3ae1665,50ea046a03191def6b55e55514a3c705a9226445990a90924c87bf10b62e43c9,C:\Program Files\Common Files\VMware\Drivers\pvscsi\Win8\pvscsi.sys
b4c22c2b00076045502e164ae11b2776,b3e4092fe82ba7177b3490e8a51346c011641d15,d1413737bd203b16e91428a607f30397cb33e9fa019c33c0eabe3724695a82da,C:\Program Files\Common Files\VMware\Drivers\rawdsk\Win8\vmrawdsk.sys
be54d188321feeeca3b259e06de36a29,740f659598d57d522df450822d7eeaee66ddc199,a4dce86242e2d6c2e5cb3ed2e978cbe2869ae5b00ce32c6ecc33d8de64a18e23,C:\Program Files\Common Files\VMware\Drivers\rawdsk\Win8\vmrawdskver.dll
e297551323a48774c82910f0e6524616,4fc032a1542bf79c45f5676e9e3fa3fb2230b344,be30c777ead27e67d786005f545e1e59aa6a0f49e6bb02af3cc0ab7ae6d20778,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3ddevapi.dll
a2f8bcc3c5dd7607c15e3732433bcb46,7d1fa845ed46ec974e93a88c884be0b515284921,47891ca9c98bdf9d99e5625cac667177468b7ee56e630e5f2a72f9cc5ac531c5,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3ddevapi64.dll
5c2cc0ebdaec6218afe9472c154fd30b,6fbc20be60ad72f24b28ac5bbd70f4de77b45ea4,d0f46690d9e465510cf45f9e6e22ac913f3686a81282922af338f023002b8111,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dgl.dll
23e44fdcec06a8c9c7b11d1ccf0ec449,7e87dae0975cd5cf14c46522754d684ec9b4e6aa,4fb7b3a7f4cde02a906d56386cba474fb996717734f134c769b618a373f42a1f,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dmp.sys
72f79256651409c70fdbcdd03ad4edef,99b8dbb6286b54f2ebae3e8962908f7dac9c49c2,fbe12bdfd70528c6b0dc1f05bb522973bc6bf404902014dbf28ad787eaea3027,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dum.dll
6b386b4cd8745495744fd40fa024c0e9,bb9d1c6fe6d7973799bb1a7b4b92f7a71cbbaca3,7d6a50d01c80f021d9b7062b8531074457f5202b117a21b2b0a2b9e1bbff4f51,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dum64.dll
4513d376347b03e0d8dcc5852a299dd0,44d9a6bdc625210a25290e3adacd89c17044c91e,062b4243c3ff7e5709c00364bf86ef2d9f687a8a411aeb6ea4b6efb8cd456e53,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dum64_10.dll
2357105af9b81d7bcd92d346c14f1450,ed0e4dfa999089407c9ec985d1ac09b604a47e54,98c3a137b0caac5648ea671c85027ec9f10dca18d97fb0baa29363c46ed3cf46,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dum_10.dll
cd90ea77697019c81ee212998921bdb9,df7d0a0f9f1406e662c9bddb907dc09a4f49bac7,c2b62ad11dd5b841e1d86a4c87daa0827bd1c9d520b4f2668e53e93df3b0114c,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dver.dll
87814f485ed60fac488719d61bf3a164,88466a8eaa198e6ba09c5079bc32d3afcb2687e5,898956cb0914b8c2c9f7778b274147dbbfa44bafe6ff46f1b36675a3cc198295,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrn.dll
c4ca70d561c0a302608960d3d8d72f05,b56f3ac8b9c6ff8dcc294561db0645ae745f3917,fa1a1c41612f3cf2d285a96570e702e2d174fbd1127568fae4014cbf127c9a43,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUI.dll
32248233a366ecd95031584e5d00c1e9,8019be15f3597406b756abb3b859399e5da91adb,93ab26fe83f85e5b5c7c8b0a4029e2d0031a845efd55fa5b1ea2acd1ab1dbcef,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIchs.dll
41785c2053fcf19490167c83e01f7a54,dac0d0e2147ba8ff1d26eed730a0c5eefa92b830,1ccc2af82efc81c49fb5baaaf5db7ac69ba4e7a4182a5b189ae5d316ebd04f57,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIcht.dll
d69327c8512458c56d5e4ff7d3688a0b,91de5bb55c7b88f5bf780632bf9123d2a17b7ea1,9eb279d0e7435a6a0b064276170a75feea12b61450ae7693ad09728194eb06e0,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIcsy.dll
d8f48995aa3b8575b5290d6ecafa1336,9ec8fdfa0630cb64e9976b621931760144246c9c,7c8056b7cb4fc49e9e3ee35a56ad026ce8bd5e2711cb5f74065e46d006faa6bf,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIdeu.dll
7cd1d6a6b584b4b33b4291d23757dd46,2514ffaa63b7c2b1fe62a28c11bf0f5c275ddbdc,064f6c59532b1773100aed1a4ff64c04ff420705f9cc868fed16d2ca8146fa73,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIell.dll
f3a82b477054ef58906e4b8f26e2e20e,5cec2b6de5b28ebd58972e41f4342389b0fa0d45,cb39b482555a5bf135466b0e31a0facaf7ed9de8258578ce1eb8dfe5f06efd9e,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIesn.dll
8e986b2ac53a9a558bbe6eb4e1f5111e,7d5a7d313b5b711f2907ecb04278b2f4fbb1db82,30ec4d01d73af872bfa1735dd82a756dec47109834f239f6b7aee8397d8de9bf,C:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista\vm3dgl64.dll
8921f34383bedcfe03c694456a35d0f6,e6b5d8b407fe751fa31e0902288c4140b4da0bdb,54e3729ee38b8a6dbfa6c6383022d764a5b3dc3a51deac2f8ce1fb87067f306f,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIfra.dll
1d85753f847731da678463c95de82d3a,c8531860eb11d6b372276043b701a353ee0ea714,06bf82a92e70e8c2a8d14d0043fab6d980328a01b7340a94712477b36ad15556,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIhun.dll
b05adfbd363a267977da4eeda6ef488d,84b1d1f7a58b639505b035c4cc06b6ca8c8e2d47,68d1350f78df73f8eea18f4b91b7e49be9d48edc81010ed14c16061d36d23097,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIita.dll
4805f41fac0165bc2460c7b0961ea279,4c699a5166c98b7a6ed630c1c7661f54d7000fe6,5509bb4740b0a076541f5be0103be2a090117049dfdadbe545dbb190b636b972,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIjpn.dll
630ef6f33544114f39365ce90d40ab76,749d833c67980b0feb0d8b9a404602b36388a294,48ae89d4ce4d9925311178079e5bb60636b75cbe50682d18e339b1ec3535af80,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIkor.dll
9423ba27d7706b4f916c1f29ab401462,7ca3aa5d68224dfc2e4946b820068596c248b021,91b71880d57cd16cec9226f47f95aa98e678fcbf3e2d65af32aff1413b66969e,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIplk.dll
96853a9a5b2c692af1adb1e7ebeec951,3271d248c2e99d02dea2fecc1e27f15b298f9da7,cb1d4237f83addb4af076cfb7c0d305581e1808c7b639fe63e40948eff1026e7,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIptb.dll
667bbcab19447cc3a2414f85218d91ce,7465de97c56d159c50221d79d1a59ab0a6406df5,15ac4409e3bb84a127e152b7307603b6a32503480e901c0daf50dffe5d812797,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIrus.dll
fcb835a805a966f2c38e261527ebf944,249445d223d9cbe6bafe8112972689fea5a283a7,8fa847b5216237f09b0df45ac6f9498eee2563ed5c676463d3198dbc52ac0c43,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUIsve.dll
228d081aa1d15e682056261ddf8ce25a,c9b437f1132c49e1d1c2bdb48d637f0ab4be1c1f,a51471cf5473ed82592805746eadd189ec53509aaae7575bd0a9fbc9d9e2ef83,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPPrnUItha.dll
09162b0aafa0cce93db055de5d6be027,080c319bbec6d0f47e8b081d843b3b369a45ffb1,666c8338532f628be87592bb8ea9fab1f5d89af03e9fc6d763d36c5ba3910882,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOGPS\amd64\TPPS.dll
490b8f6186faf845dddd50b63fa277c2,ddb5fa96205881915c073dd874c47e73afff9f13,47f5a0763884171204970d86e9e6fec43f9d21fa870740b86db3f21dc5d2f449,C:\Program Files\Common Files\VMware\Drivers\vmci\device\vmciver.dll
9c3fd3b0b9376537181067a28f2a5290,76b89fb83059dfaa3d5a9beb730915f2234f176d,cfd39ebca8b07c876bbb8469b145aae95838c4445f946dff19eb226581daccea,C:\Program Files\Common Files\VMware\Drivers\vmci\device\Win8\vmci.sys
490b8f6186faf845dddd50b63fa277c2,ddb5fa96205881915c073dd874c47e73afff9f13,47f5a0763884171204970d86e9e6fec43f9d21fa870740b86db3f21dc5d2f449,C:\Program Files\Common Files\VMware\Drivers\vmci\device\Win8\vmciver.dll
f067fa5d1bec4b5ce70da61237a9b2ab,3af3ce4345a2da98a1e83b5a2e9895020f053ff0,789ae512efb503ffe2a17a33fac9f977ff1079002c36961830fd6322b32f7d5c,C:\Program Files\Common Files\VMware\Drivers\vmci\sockets\Win8\vsock.sys
30b42a76c864e5eeb6dd85d98f4d51d3,25d25a8c1321d4ae23f91840a87cf3584d229008,c98e9d920622e7c80586b49f8bcd311dccec987cf29a062b32cebc15a4638a03,C:\Program Files\Common Files\VMware\Drivers\vmci\sockets\Win8\vsocklib_x64.dll
69708592228223ca7b4fbcf49ed65bea,0ecf0b20065586498d313618feaf5e4b7c63641e,371c98af7a91b305b1adce39328019167a367f19d1f848a14c1bbfb45474306b,C:\Program Files\Common Files\VMware\Drivers\vmci\sockets\Win8\vsocklib_x86.dll
00eafda1d014500a395f3f9b164d2132,fafc6bcc90d0715f39c4e11790b2acce82979e26,185058cd2d74c3b6395a81f060d8fb34efb470647ad59b4afe7f532ebeae0475,C:\Program Files\Common Files\VMware\Drivers\vmci\sockets\Win8\vsockver.dll
75b44b6e104f7be4ceb4a60dc811b1d2,fe4b35810fa61b2caead3bcae50f93b98261d8a2,3cb6d359afa38b4769bc176e2048ce3fe5851feac13dbc3f9ac5891a4e331999,C:\Program Files\Common Files\VMware\Drivers\Virtual Printer\TPOG3\amd64\TPWinPrn.dll
0bce0efbde61c40695681835b290596b,c49f941ad5db7eddabc735d599ff3c7e44a5f13e,9a8b8f9151819c9ba050dd03858fe880df79bef44bdde55a9a2b73c05ea17c45,C:\Program Files\Common Files\VMware\Drivers\vmxnet3\Win8\vmxnet3ver.dll
9ba67e4f9717086b467635241f4385e2,cee94de5deb59dec199a2b3d95051d6950a3a0af,ef59c213b888b5e75db96488b47dfef0f3745ab27479070bfb9b828f6865eaf4,C:\Program Files\Common Files\VMware\Drivers\vmxnet3\Win8\vmxnet3.sys
c1d8615d489afd06c0d0c8efdced2571,512a159f6366a2f988a86f625cbab4d620593b0a,cd46a7b9994d48386a8d0e813b2aa4288cf915c7ea99bb24a8616f993435efc1,C:\Program Files\Common Files\VMware\Drivers\vss\comreg.exe
e7d30719f167ae33563674fb8e461e39,b9b90c5762e4a4cd6c4c53c712f322ee0b2b33b8,810e8969c771f2ad75101dd0eda3e5338e66b821407cd8ec8c3b355e39b4a641,C:\Program Files\Common Files\VMware\Drivers\vss\VCBSnapshotProvider.dll
